host4,1.0,0.0
host3,1.0,0.0
host2,1.0,0.0
host1,1.0,3.75E-5
host4,1.0,0.0
host3,1.0,0.0
host2,1.0,0.0
host1,1.0,0.0
host8,1.0,4.276315789473684E-5
host7,1.0,0.0
host6,1.0,0.0
host5,1.0,0.0
host8,1.0,0.0
host7,1.0,0.0
host6,1.0,0.0
host5,1.0,0.0
host4,2.0,0.0
host3,2.0,0.0
host2,2.0,0.0
host1,2.0,2.9166666666666666E-5
host4,2.0,0.0
host3,2.0,0.0
host2,2.0,0.0
host1,2.0,0.0
host4,2.0,0.0
host3,2.0,0.0
host2,2.0,0.0
host1,2.0,0.0
host8,2.0,1.644736842105263E-5
host7,2.0,0.0
host6,2.0,1.388888888888889E-5
host5,2.0,0.0
host8,2.0,0.0
host7,2.0,0.0
host6,2.0,0.0
host5,2.0,0.0
host8,2.0,0.0
host7,2.0,0.0
host6,2.0,0.0
host5,2.0,0.0
host4,3.0,0.0
host3,3.0,0.0
host2,3.0,0.0
host1,3.0,0.0
host4,3.0,0.0
host3,3.0,0.0
host2,3.0,0.0
host1,3.0,0.0
host4,3.0,0.0
host3,3.0,0.0
host2,3.0,0.0
host1,3.0,0.0
host8,3.0,0.0
host7,3.0,0.0
host6,3.0,0.0
host5,3.0,0.0
host8,3.0,0.0
host7,3.0,0.0
host6,3.0,0.0
host5,3.0,0.0
host8,3.0,0.0
host7,3.0,0.0
host6,3.0,0.0
host5,3.0,0.0
host8,3.0,0.0
host7,3.0,0.0
host6,3.0,0.0
host5,3.0,0.0
host4,4.0,0.0
host3,4.0,0.0
host2,4.0,0.0
host1,4.0,0.0
host4,4.0,0.0
host3,4.0,0.0
host2,4.0,0.0
host1,4.0,0.0
host4,4.0,0.0
host3,4.0,0.0
host2,4.0,0.0
host1,4.0,0.0
host4,4.0,0.0
host3,4.0,0.0
host2,4.0,0.0
host1,4.0,0.0
host8,4.0,0.0
host7,4.0,0.0
host6,4.0,0.0
host5,4.0,0.0
host8,4.0,0.0
host7,4.0,0.0
host6,4.0,0.0
host5,4.0,0.0
host8,4.0,0.0
host7,4.0,0.0
host6,4.0,0.0
host5,4.0,0.0
host8,4.0,0.0
host7,4.0,0.0
host6,4.0,0.0
host5,4.0,0.0
host8,4.0,0.0
host7,4.0,0.0
host6,4.0,0.0
host5,4.0,0.0
host4,5.0,0.0
host3,5.0,0.0
host2,5.0,0.0
host1,5.0,0.0
host4,5.0,0.0
host3,5.0,0.0
host2,5.0,0.0
host1,5.0,0.0
host4,5.0,0.0
host3,5.0,0.0
host2,5.0,0.0
host1,5.0,0.0
host4,5.0,0.0
host3,5.0,0.0
host2,5.0,0.0
host1,5.0,0.0
host4,5.0,0.0
host3,5.0,0.0
host2,5.0,0.0
host1,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host8,5.0,0.0
host7,5.0,0.0
host6,5.0,0.0
host5,5.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host4,6.0,0.0
host3,6.0,0.0
host2,6.0,0.0
host1,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host8,6.0,0.0
host7,6.0,0.0
host6,6.0,0.0
host5,6.0,0.0
host4,6.2,0.0
host3,6.2,0.0
host2,6.2,0.0
host1,6.2,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,8.333325E-6
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host4,7.0,0.0
host3,7.0,0.0
host2,7.0,0.0
host1,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,1.3888875E-5
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host8,7.0,0.0
host7,7.0,0.0
host6,7.0,0.0
host5,7.0,0.0
host4,7.2,0.0
host3,7.2,0.0
host2,7.2,0.0
host1,7.2,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host4,8.0,0.0
host3,8.0,0.0
host2,8.0,0.0
host1,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
host8,8.0,0.0
host7,8.0,0.0
host6,8.0,0.0
host5,8.0,0.0
